repo_path,raw_url,video_name,subject_id,subject_num,skill_label,skill_binary,stroke_type,repeat_id,action_folder,modality_dir,valid_flag,parse_note,blob_sha,blob_size_bytes
VIDEO_RGB/backhand/p7_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p7_backhand_s2.avi,p7_backhand_s2.avi,p7,7,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,d52333ada411021953edf044832d2007cefeb178,1548292
VIDEO_RGB/backhand/p7_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p7_backhand_s3.avi,p7_backhand_s3.avi,p7,7,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,22266649df11260db9f7c3baf6fe91db652b02e3,1879552
VIDEO_RGB/backhand/p8_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p8_backhand_s1.avi,p8_backhand_s1.avi,p8,8,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,2b007c90af11daf48596b241d74c544a666ff374,2613618
VIDEO_RGB/backhand/p8_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p8_backhand_s2.avi,p8_backhand_s2.avi,p8,8,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,3ac847072fb6b394a9c5430623c906ac0db77abd,1976530
VIDEO_RGB/backhand/p8_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p8_backhand_s3.avi,p8_backhand_s3.avi,p8,8,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,e45075fd0822c6829cee2cbca410ba8b26ce7e08,1566960
VIDEO_RGB/backhand/p9_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p9_backhand_s1.avi,p9_backhand_s1.avi,p9,9,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,f28a9d83ff5b29cbbd2d9942103c32308a79e63c,2207892
VIDEO_RGB/backhand/p9_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p9_backhand_s2.avi,p9_backhand_s2.avi,p9,9,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,45c2dff8839720342658e44f86ef34d24fcef79a,2133590
VIDEO_RGB/backhand/p9_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p9_backhand_s3.avi,p9_backhand_s3.avi,p9,9,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,312c4544fe4fab399fecf6bcffc59a0771679059,2315554
VIDEO_RGB/backhand/p10_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p10_backhand_s1.avi,p10_backhand_s1.avi,p10,10,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,6e2ec7f7bc51dd99a05d7b5e553eef3ed31d2308,1924998
VIDEO_RGB/backhand/p10_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p10_backhand_s2.avi,p10_backhand_s2.avi,p10,10,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,d529f7cdc611faea817f1355fcde85ca2ebc9dbc,1743918
VIDEO_RGB/backhand/p10_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p10_backhand_s3.avi,p10_backhand_s3.avi,p10,10,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,4d7b63c3c1431059d617b102b571765e87646206,1594264
VIDEO_RGB/backhand/p11_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p11_backhand_s1.avi,p11_backhand_s1.avi,p11,11,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,0163abf5743986381f58523b0ae40441ef37e0f1,2075962
VIDEO_RGB/backhand/p11_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p11_backhand_s2.avi,p11_backhand_s2.avi,p11,11,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,d56f944a7a5b71313d67d9c1863eab0e43f3e841,2541336
VIDEO_RGB/backhand/p11_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p11_backhand_s3.avi,p11_backhand_s3.avi,p11,11,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,5e3e1be603c581e0ef42e48bb8d8dc6edc41ee06,2073302
VIDEO_RGB/backhand/p12_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p12_backhand_s1.avi,p12_backhand_s1.avi,p12,12,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,27a90fbafea740b9413b471fa717dc5e65f72acd,1996928
VIDEO_RGB/backhand/p12_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p12_backhand_s2.avi,p12_backhand_s2.avi,p12,12,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,ccb72eaf996978ba3660a457e3af8c29908bf3a6,1698994
VIDEO_RGB/backhand/p12_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p12_backhand_s3.avi,p12_backhand_s3.avi,p12,12,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,625d7e6b4f7a9284d197f55d442ba7aaf8e774f4,1692952
VIDEO_RGB/backhand/p13_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p13_backhand_s1.avi,p13_backhand_s1.avi,p13,13,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,ffe768d7df4dbee59461e2f0305116613bc2a603,1690584
VIDEO_RGB/backhand/p13_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p13_backhand_s2.avi,p13_backhand_s2.avi,p13,13,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,92f9a736e9d329d0f16d55898ff875e63bf6f95e,1713106
VIDEO_RGB/backhand/p13_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p13_backhand_s3.avi,p13_backhand_s3.avi,p13,13,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,b5fda0df29529a4a879baa28f94d0999e03d2105,2204448
VIDEO_RGB/backhand/p14_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p14_backhand_s1.avi,p14_backhand_s1.avi,p14,14,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,350498a9a8a9130bb8eac58f0c827857d39881e0,1468744
VIDEO_RGB/backhand/p14_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p14_backhand_s2.avi,p14_backhand_s2.avi,p14,14,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,0ea391ed017bfc65ffeb15cba8c956ea79543046,1526228
VIDEO_RGB/backhand/p14_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p14_backhand_s3.avi,p14_backhand_s3.avi,p14,14,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,6c42352229bcb0fed44edd5094cf4c2e2ec4bad1,1239220
VIDEO_RGB/backhand/p15_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p15_backhand_s1.avi,p15_backhand_s1.avi,p15,15,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,8fd138e13f5270da7e58ec91b92bf21ddb9e14fb,2048726
VIDEO_RGB/backhand/p15_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p15_backhand_s2.avi,p15_backhand_s2.avi,p15,15,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,1d38c783bdec9c6a4199ae44b12b01a41cc1b137,1675824
VIDEO_RGB/backhand/p15_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p15_backhand_s3.avi,p15_backhand_s3.avi,p15,15,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,6d18a2add1b8d7d1bea1e4b7b40aa77d8e5ce348,2105012
VIDEO_RGB/backhand/p16_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p16_backhand_s1.avi,p16_backhand_s1.avi,p16,16,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,e0496ea79839e847a901d85533995903e063c75b,2525404
VIDEO_RGB/backhand/p16_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p16_backhand_s2.avi,p16_backhand_s2.avi,p16,16,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,0027a10f9589ebcfb1eb06e44360fb5a4453bfe3,2366804
VIDEO_RGB/backhand/p16_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p16_backhand_s3.avi,p16_backhand_s3.avi,p16,16,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,00e6635311370e540fc78b08cf015b02b98cfbad,2344032
VIDEO_RGB/backhand/p17_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p17_backhand_s1.avi,p17_backhand_s1.avi,p17,17,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,81585dd291f40a39f1ea7e02889c4da98ce9aa9b,1076492
VIDEO_RGB/backhand/p17_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p17_backhand_s2.avi,p17_backhand_s2.avi,p17,17,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,5bc5fdee332fbc562882fd74feb3970685f81acb,1189500
VIDEO_RGB/backhand/p17_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p17_backhand_s3.avi,p17_backhand_s3.avi,p17,17,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,e22084696a24e70b4d7a42dc29801da39ff2231c,954478
VIDEO_RGB/backhand/p18_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p18_backhand_s1.avi,p18_backhand_s1.avi,p18,18,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,46308269f73b2296ae45eb0b0b7430d95a97dbc4,1981496
VIDEO_RGB/backhand/p18_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p18_backhand_s2.avi,p18_backhand_s2.avi,p18,18,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,ef6391ed4ba9d77941fdaaf8a87916e6153835de,2202514
VIDEO_RGB/backhand/p18_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p18_backhand_s3.avi,p18_backhand_s3.avi,p18,18,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,8c8e2a7b3e54e95f7d82016b6a452f1c249fe1b4,2266742
VIDEO_RGB/backhand/p19_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p19_backhand_s1.avi,p19_backhand_s1.avi,p19,19,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,5ffc9f960fc691e2431833cabc42d0c3cb7f7077,2329860
VIDEO_RGB/backhand/p19_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p19_backhand_s2.avi,p19_backhand_s2.avi,p19,19,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,22e5808e3302121c227e725c01c742f3bffaa458,2163348
VIDEO_RGB/backhand/p19_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p19_backhand_s3.avi,p19_backhand_s3.avi,p19,19,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,b8c264c7e2d791c63be4d12224657e7891c7cdc6,2034406
VIDEO_RGB/backhand/p20_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p20_backhand_s1.avi,p20_backhand_s1.avi,p20,20,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,96b295730afcb7c78a809849267cb8cef82742f3,2054530
VIDEO_RGB/backhand/p20_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p20_backhand_s2.avi,p20_backhand_s2.avi,p20,20,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,5f699ad274c6cf392d904aab83d64127b59a730b,2082932
VIDEO_RGB/backhand/p20_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p20_backhand_s3.avi,p20_backhand_s3.avi,p20,20,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,7849272de978d5f0f2fb12b80ea9ae727d7ff636,1923170
VIDEO_RGB/backhand/p21_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p21_backhand_s1.avi,p21_backhand_s1.avi,p21,21,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,20257eb694f995c19754e78a595bcb3043fda6de,1408556
VIDEO_RGB/backhand/p21_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p21_backhand_s2.avi,p21_backhand_s2.avi,p21,21,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,811abb8caf31a65f10c521330a707eac424fb5c3,1333496
VIDEO_RGB/backhand/p21_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p21_backhand_s3.avi,p21_backhand_s3.avi,p21,21,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,fe557cdf13f419f5697a2d6e942e322dd7441c6b,1799830
VIDEO_RGB/backhand/p22_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p22_backhand_s1.avi,p22_backhand_s1.avi,p22,22,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,f4ffb02256287f844e6ecfaad7836eb956d39aed,1540468
VIDEO_RGB/backhand/p22_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p22_backhand_s2.avi,p22_backhand_s2.avi,p22,22,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,9fb887e84d5b784cda1fcd6787c562e6f1e221cc,1583396
VIDEO_RGB/backhand/p22_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p22_backhand_s3.avi,p22_backhand_s3.avi,p22,22,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,2f73785f3bec351c21b2fa8492f2cc02cab963d2,1549428
VIDEO_RGB/backhand/p23_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p23_backhand_s1.avi,p23_backhand_s1.avi,p23,23,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,49049cf00240a5aa3d1b3c4d188d4eb1345619c6,1864432
VIDEO_RGB/backhand/p23_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p23_backhand_s2.avi,p23_backhand_s2.avi,p23,23,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,18757f0fcdfcc3c30d499688f718b4ca33b6e483,1909354
VIDEO_RGB/backhand/p23_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p23_backhand_s3.avi,p23_backhand_s3.avi,p23,23,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,5a28976cae3ecb0b6327086d70cb8fee575120f1,1881664
VIDEO_RGB/backhand/p24_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p24_backhand_s1.avi,p24_backhand_s1.avi,p24,24,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,462f1b2d409b3c9d8c418adf8cbfaf5bd586de76,4170904
VIDEO_RGB/backhand/p24_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p24_backhand_s2.avi,p24_backhand_s2.avi,p24,24,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,62a32368514109fced6c029767ecd0592ec15ea9,4299630
VIDEO_RGB/backhand/p24_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p24_backhand_s3.avi,p24_backhand_s3.avi,p24,24,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,53879bd3d5aa57f69cdfabb70a31843d344e37f0,2591252
VIDEO_RGB/backhand/p25_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p25_backhand_s1.avi,p25_backhand_s1.avi,p25,25,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,806a2a7ccdda34c501167a07dd93891170acec89,1716760
VIDEO_RGB/backhand/p25_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p25_backhand_s2.avi,p25_backhand_s2.avi,p25,25,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,d95fe28a9ff5cb0946866c4343179b62a1030248,1779274
VIDEO_RGB/backhand/p25_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p25_backhand_s3.avi,p25_backhand_s3.avi,p25,25,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,6763f68b2c4e9df321a742cf757850623b2bb09a,2168498
VIDEO_RGB/backhand/p26_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p26_backhand_s1.avi,p26_backhand_s1.avi,p26,26,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,70184d88ca045d33f7f1815ac5ba10696afc722d,2169214
VIDEO_RGB/backhand/p26_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p26_backhand_s2.avi,p26_backhand_s2.avi,p26,26,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,a7a42b4089a0be98eb59fe7cec7c80290e9080ef,1697698
VIDEO_RGB/backhand/p26_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p26_backhand_s3.avi,p26_backhand_s3.avi,p26,26,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,d17843323e94b66ad10f184f841e8150ddffd143,2018246
VIDEO_RGB/backhand/p27_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p27_backhand_s1.avi,p27_backhand_s1.avi,p27,27,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,2aea8ff5d7f6ed15b25ea1b98fa2f001e20002b8,1802402
VIDEO_RGB/backhand/p27_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p27_backhand_s2.avi,p27_backhand_s2.avi,p27,27,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,dfe566589c10ec80869b32720b80f5d11cd553a8,1916654
VIDEO_RGB/backhand/p27_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p27_backhand_s3.avi,p27_backhand_s3.avi,p27,27,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,263bd445bd27a68305a3aec6bf7f41eb540cf1c0,1560530
VIDEO_RGB/backhand/p28_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p28_backhand_s1.avi,p28_backhand_s1.avi,p28,28,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,10512a50ec66c1383b24eb6689ca0efde4ec9531,1684296
VIDEO_RGB/backhand/p28_backhand_s2.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p28_backhand_s2.avi,p28_backhand_s2.avi,p28,28,beginner,0,backhand,2,backhand,VIDEO_RGB,1,,4fa72b52a0458aa250d5dc0ec8930af6a8837915,1925006
VIDEO_RGB/backhand/p28_backhand_s3.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p28_backhand_s3.avi,p28_backhand_s3.avi,p28,28,beginner,0,backhand,3,backhand,VIDEO_RGB,1,,500b2631f64926ddedc8c7c2a59089b8e6e2a47e,1893588
VIDEO_RGB/backhand/p29_backhand_s1.avi,https://raw.githubusercontent.com/THETIS-dataset/dataset/main/VIDEO_RGB/backhand/p29_backhand_s1.avi,p29_backhand_s1.avi,p29,29,beginner,0,backhand,1,backhand,VIDEO_RGB,1,,1d5c9ae83cb3fac4e8710a23d42deec148baa082,1771668
