row_index,issue,repo_path,stroke_type,action_folder
225,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p21_foreflat_s1.avi,foreflat,forehand_flat
226,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p21_foreflat_s2.avi,foreflat,forehand_flat
227,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p21_foreflat_s3.avi,foreflat,forehand_flat
228,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p22_foreflat_s1.avi,foreflat,forehand_flat
229,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p22_foreflat_s2.avi,foreflat,forehand_flat
230,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p22_foreflat_s3.avi,foreflat,forehand_flat
231,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p23_foreflat_s1.avi,foreflat,forehand_flat
232,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p23_foreflat_s2.avi,foreflat,forehand_flat
233,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p23_foreflat_s3.avi,foreflat,forehand_flat
234,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p24_foreflat_s1.avi,foreflat,forehand_flat
235,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p24_foreflat_s2.avi,foreflat,forehand_flat
236,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p24_foreflat_s3.avi,foreflat,forehand_flat
237,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p25_foreflat_s1.avi,foreflat,forehand_flat
238,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p25_foreflat_s2.avi,foreflat,forehand_flat
239,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p25_foreflat_s3.avi,foreflat,forehand_flat
240,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p26_foreflat_s1.avi,foreflat,forehand_flat
241,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p26_foreflat_s2.avi,foreflat,forehand_flat
242,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p26_foreflat_s3.avi,foreflat,forehand_flat
243,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p27_foreflat_s1.avi,foreflat,forehand_flat
244,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p27_foreflat_s2.avi,foreflat,forehand_flat
245,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p27_foreflat_s3.avi,foreflat,forehand_flat
246,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p28_foreflat_s1.avi,foreflat,forehand_flat
247,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p28_foreflat_s2.avi,foreflat,forehand_flat
248,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p28_foreflat_s3.avi,foreflat,forehand_flat
249,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p29_foreflat_s1.avi,foreflat,forehand_flat
250,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p29_foreflat_s2.avi,foreflat,forehand_flat
251,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p29_foreflat_s3.avi,foreflat,forehand_flat
252,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p30_foreflat_s1.avi,foreflat,forehand_flat
253,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p30_foreflat_s2.avi,foreflat,forehand_flat
254,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p30_foreflat_s3.avi,foreflat,forehand_flat
255,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p31_foreflat_s1.avi,foreflat,forehand_flat
256,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p31_foreflat_s2.avi,foreflat,forehand_flat
257,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p31_foreflat_s3.avi,foreflat,forehand_flat
258,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p32_foreflat_s1.avi,foreflat,forehand_flat
259,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p32_foreflat_s2.avi,foreflat,forehand_flat
260,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p32_foreflat_s3.avi,foreflat,forehand_flat
261,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p33_foreflat_s1.avi,foreflat,forehand_flat
262,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p33_foreflat_s2.avi,foreflat,forehand_flat
263,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p33_foreflat_s3.avi,foreflat,forehand_flat
264,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p34_foreflat_s1.avi,foreflat,forehand_flat
265,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p34_foreflat_s2.avi,foreflat,forehand_flat
266,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p34_foreflat_s3.avi,foreflat,forehand_flat
267,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p35_foreflat_s1.avi,foreflat,forehand_flat
268,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p35_foreflat_s2.avi,foreflat,forehand_flat
269,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p35_foreflat_s3.avi,foreflat,forehand_flat
270,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p36_foreflat_s1.avi,foreflat,forehand_flat
271,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p36_foreflat_s2.avi,foreflat,forehand_flat
272,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p36_foreflat_s3.avi,foreflat,forehand_flat
273,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p37_foreflat_s1.avi,foreflat,forehand_flat
274,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p37_foreflat_s2.avi,foreflat,forehand_flat
275,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p37_foreflat_s3.avi,foreflat,forehand_flat
276,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p38_foreflat_s1.avi,foreflat,forehand_flat
277,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p38_foreflat_s2.avi,foreflat,forehand_flat
278,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p38_foreflat_s3.avi,foreflat,forehand_flat
279,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p39_foreflat_s1.avi,foreflat,forehand_flat
280,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p39_foreflat_s2.avi,foreflat,forehand_flat
281,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p39_foreflat_s3.avi,foreflat,forehand_flat
282,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p40_foreflat_s1.avi,foreflat,forehand_flat
283,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p40_foreflat_s2.avi,foreflat,forehand_flat
284,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p40_foreflat_s3.avi,foreflat,forehand_flat
285,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p41_foreflat_s1.avi,foreflat,forehand_flat
286,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p41_foreflat_s2.avi,foreflat,forehand_flat
287,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p41_foreflat_s3.avi,foreflat,forehand_flat
288,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p42_foreflat_s1.avi,foreflat,forehand_flat
289,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p42_foreflat_s2.avi,foreflat,forehand_flat
290,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p42_foreflat_s3.avi,foreflat,forehand_flat
291,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p43_foreflat_s1.avi,foreflat,forehand_flat
292,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p43_foreflat_s2.avi,foreflat,forehand_flat
293,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p43_foreflat_s3.avi,foreflat,forehand_flat
294,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p44_foreflat_s1.avi,foreflat,forehand_flat
295,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p44_foreflat_s2.avi,foreflat,forehand_flat
296,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p44_foreflat_s3.avi,foreflat,forehand_flat
297,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p45_foreflat_s1.avi,foreflat,forehand_flat
298,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p45_foreflat_s2.avi,foreflat,forehand_flat
299,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p45_foreflat_s3.avi,foreflat,forehand_flat
300,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p46_foreflat_s1.avi,foreflat,forehand_flat
301,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p46_foreflat_s2.avi,foreflat,forehand_flat
302,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p46_foreflat_s3.avi,foreflat,forehand_flat
303,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p47_foreflat_s1.avi,foreflat,forehand_flat
304,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p47_foreflat_s2.avi,foreflat,forehand_flat
305,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p47_foreflat_s3.avi,foreflat,forehand_flat
306,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p48_foreflat_s1.avi,foreflat,forehand_flat
307,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p48_foreflat_s2.avi,foreflat,forehand_flat
308,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p48_foreflat_s3.avi,foreflat,forehand_flat
309,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p49_foreflat_s1.avi,foreflat,forehand_flat
310,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p49_foreflat_s2.avi,foreflat,forehand_flat
311,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p49_foreflat_s3.avi,foreflat,forehand_flat
312,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p50_foreflat_s1.avi,foreflat,forehand_flat
313,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p50_foreflat_s2.avi,foreflat,forehand_flat
314,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p50_foreflat_s3.avi,foreflat,forehand_flat
315,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p51_foreflat_s1.avi,foreflat,forehand_flat
316,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p51_foreflat_s2.avi,foreflat,forehand_flat
317,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p51_foreflat_s3.avi,foreflat,forehand_flat
318,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p52_foreflat_s1.avi,foreflat,forehand_flat
319,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p52_foreflat_s2.avi,foreflat,forehand_flat
320,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p52_foreflat_s3.avi,foreflat,forehand_flat
321,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p53_foreflat_s1.avi,foreflat,forehand_flat
322,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p53_foreflat_s2.avi,foreflat,forehand_flat
323,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p53_foreflat_s3.avi,foreflat,forehand_flat
324,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p54_foreflat_s1.avi,foreflat,forehand_flat
325,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p54_foreflat_s2.avi,foreflat,forehand_flat
326,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p54_foreflat_s3.avi,foreflat,forehand_flat
327,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p55_foreflat_s1.avi,foreflat,forehand_flat
328,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p55_foreflat_s2.avi,foreflat,forehand_flat
329,stroke_folder_mismatch,VIDEO_RGB/forehand_flat/p55_foreflat_s3.avi,foreflat,forehand_flat
330,stroke_folder_mismatch,VIDEO_RGB/kick_service/p1_serkick_s1.avi,serkick,kick_service
331,stroke_folder_mismatch,VIDEO_RGB/kick_service/p1_serkick_s2.avi,serkick,kick_service
332,stroke_folder_mismatch,VIDEO_RGB/kick_service/p1_serkick_s3.avi,serkick,kick_service
333,stroke_folder_mismatch,VIDEO_RGB/kick_service/p2_serkick_s1.avi,serkick,kick_service
334,stroke_folder_mismatch,VIDEO_RGB/kick_service/p2_serkick_s2.avi,serkick,kick_service
335,stroke_folder_mismatch,VIDEO_RGB/kick_service/p2_serkick_s3.avi,serkick,kick_service
336,stroke_folder_mismatch,VIDEO_RGB/kick_service/p3_serkick_s1.avi,serkick,kick_service
337,stroke_folder_mismatch,VIDEO_RGB/kick_service/p3_serkick_s2.avi,serkick,kick_service
338,stroke_folder_mismatch,VIDEO_RGB/kick_service/p3_serkick_s3.avi,serkick,kick_service
339,stroke_folder_mismatch,VIDEO_RGB/kick_service/p4_serkick_s1.avi,serkick,kick_service
340,stroke_folder_mismatch,VIDEO_RGB/kick_service/p4_serkick_s2.avi,serkick,kick_service
341,stroke_folder_mismatch,VIDEO_RGB/kick_service/p4_serkick_s3.avi,serkick,kick_service
342,stroke_folder_mismatch,VIDEO_RGB/kick_service/p5_serkick_s1.avi,serkick,kick_service
343,stroke_folder_mismatch,VIDEO_RGB/kick_service/p5_serkick_s2.avi,serkick,kick_service
344,stroke_folder_mismatch,VIDEO_RGB/kick_service/p5_serkick_s3.avi,serkick,kick_service
345,stroke_folder_mismatch,VIDEO_RGB/kick_service/p6_serkick_s1.avi,serkick,kick_service
346,stroke_folder_mismatch,VIDEO_RGB/kick_service/p6_serkick_s2.avi,serkick,kick_service
347,stroke_folder_mismatch,VIDEO_RGB/kick_service/p6_serkick_s3.avi,serkick,kick_service
348,stroke_folder_mismatch,VIDEO_RGB/kick_service/p7_serkick_s1.avi,serkick,kick_service
349,stroke_folder_mismatch,VIDEO_RGB/kick_service/p7_serkick_s2.avi,serkick,kick_service
350,stroke_folder_mismatch,VIDEO_RGB/kick_service/p7_serkick_s3.avi,serkick,kick_service
351,stroke_folder_mismatch,VIDEO_RGB/kick_service/p8_serkick_s1.avi,serkick,kick_service
352,stroke_folder_mismatch,VIDEO_RGB/kick_service/p8_serkick_s2.avi,serkick,kick_service
353,stroke_folder_mismatch,VIDEO_RGB/kick_service/p8_serkick_s3.avi,serkick,kick_service
354,stroke_folder_mismatch,VIDEO_RGB/kick_service/p9_serkick_s1.avi,serkick,kick_service
355,stroke_folder_mismatch,VIDEO_RGB/kick_service/p9_serkick_s2.avi,serkick,kick_service
356,stroke_folder_mismatch,VIDEO_RGB/kick_service/p9_serkick_s3.avi,serkick,kick_service
357,stroke_folder_mismatch,VIDEO_RGB/kick_service/p10_serkick_s1.avi,serkick,kick_service
358,stroke_folder_mismatch,VIDEO_RGB/kick_service/p10_serkick_s2.avi,serkick,kick_service
359,stroke_folder_mismatch,VIDEO_RGB/kick_service/p10_serkick_s3.avi,serkick,kick_service
360,stroke_folder_mismatch,VIDEO_RGB/kick_service/p11_serkick_s1.avi,serkick,kick_service
361,stroke_folder_mismatch,VIDEO_RGB/kick_service/p11_serkick_s2.avi,serkick,kick_service
362,stroke_folder_mismatch,VIDEO_RGB/kick_service/p11_serkick_s3.avi,serkick,kick_service
363,stroke_folder_mismatch,VIDEO_RGB/kick_service/p12_serkick_s1.avi,serkick,kick_service
364,stroke_folder_mismatch,VIDEO_RGB/kick_service/p12_serkick_s2.avi,serkick,kick_service
365,stroke_folder_mismatch,VIDEO_RGB/kick_service/p12_serkick_s3.avi,serkick,kick_service
366,stroke_folder_mismatch,VIDEO_RGB/kick_service/p13_serkick_s1.avi,serkick,kick_service
367,stroke_folder_mismatch,VIDEO_RGB/kick_service/p13_serkick_s2.avi,serkick,kick_service
368,stroke_folder_mismatch,VIDEO_RGB/kick_service/p13_serkick_s3.avi,serkick,kick_service
369,stroke_folder_mismatch,VIDEO_RGB/kick_service/p14_serkick_s1.avi,serkick,kick_service
370,stroke_folder_mismatch,VIDEO_RGB/kick_service/p14_serkick_s2.avi,serkick,kick_service
371,stroke_folder_mismatch,VIDEO_RGB/kick_service/p14_serkick_s3.avi,serkick,kick_service
372,stroke_folder_mismatch,VIDEO_RGB/kick_service/p15_serkick_s1.avi,serkick,kick_service
373,stroke_folder_mismatch,VIDEO_RGB/kick_service/p15_serkick_s2.avi,serkick,kick_service
374,stroke_folder_mismatch,VIDEO_RGB/kick_service/p15_serkick_s3.avi,serkick,kick_service
375,stroke_folder_mismatch,VIDEO_RGB/kick_service/p16_serkick_s1.avi,serkick,kick_service
376,stroke_folder_mismatch,VIDEO_RGB/kick_service/p16_serkick_s2.avi,serkick,kick_service
377,stroke_folder_mismatch,VIDEO_RGB/kick_service/p16_serkick_s3.avi,serkick,kick_service
378,stroke_folder_mismatch,VIDEO_RGB/kick_service/p17_serkick_s1.avi,serkick,kick_service
379,stroke_folder_mismatch,VIDEO_RGB/kick_service/p17_serkick_s2.avi,serkick,kick_service
380,stroke_folder_mismatch,VIDEO_RGB/kick_service/p17_serkick_s3.avi,serkick,kick_service
381,stroke_folder_mismatch,VIDEO_RGB/kick_service/p18_serkick_s1.avi,serkick,kick_service
382,stroke_folder_mismatch,VIDEO_RGB/kick_service/p18_serkick_s2.avi,serkick,kick_service
383,stroke_folder_mismatch,VIDEO_RGB/kick_service/p18_serkick_s3.avi,serkick,kick_service
384,stroke_folder_mismatch,VIDEO_RGB/kick_service/p19_serkick_s1.avi,serkick,kick_service
385,stroke_folder_mismatch,VIDEO_RGB/kick_service/p19_serkick_s2.avi,serkick,kick_service
386,stroke_folder_mismatch,VIDEO_RGB/kick_service/p19_serkick_s3.avi,serkick,kick_service
387,stroke_folder_mismatch,VIDEO_RGB/kick_service/p20_serkick_s1.avi,serkick,kick_service
388,stroke_folder_mismatch,VIDEO_RGB/kick_service/p20_serkick_s2.avi,serkick,kick_service
389,stroke_folder_mismatch,VIDEO_RGB/kick_service/p20_serkick_s3.avi,serkick,kick_service
390,stroke_folder_mismatch,VIDEO_RGB/kick_service/p21_serkick_s1.avi,serkick,kick_service
391,stroke_folder_mismatch,VIDEO_RGB/kick_service/p21_serkick_s2.avi,serkick,kick_service
392,stroke_folder_mismatch,VIDEO_RGB/kick_service/p21_serkick_s3.avi,serkick,kick_service
393,stroke_folder_mismatch,VIDEO_RGB/kick_service/p22_serkick_s1.avi,serkick,kick_service
394,stroke_folder_mismatch,VIDEO_RGB/kick_service/p22_serkick_s2.avi,serkick,kick_service
395,stroke_folder_mismatch,VIDEO_RGB/kick_service/p22_serkick_s3.avi,serkick,kick_service
396,stroke_folder_mismatch,VIDEO_RGB/kick_service/p23_serkick_s1.avi,serkick,kick_service
397,stroke_folder_mismatch,VIDEO_RGB/kick_service/p23_serkick_s2.avi,serkick,kick_service
398,stroke_folder_mismatch,VIDEO_RGB/kick_service/p23_serkick_s3.avi,serkick,kick_service
399,stroke_folder_mismatch,VIDEO_RGB/kick_service/p24_serkick_s1.avi,serkick,kick_service
400,stroke_folder_mismatch,VIDEO_RGB/kick_service/p24_serkick_s2.avi,serkick,kick_service
401,stroke_folder_mismatch,VIDEO_RGB/kick_service/p24_serkick_s3.avi,serkick,kick_service
402,stroke_folder_mismatch,VIDEO_RGB/kick_service/p25_serkick_s1.avi,serkick,kick_service
403,stroke_folder_mismatch,VIDEO_RGB/kick_service/p25_serkick_s2.avi,serkick,kick_service
404,stroke_folder_mismatch,VIDEO_RGB/kick_service/p25_serkick_s3.avi,serkick,kick_service
405,stroke_folder_mismatch,VIDEO_RGB/kick_service/p26_serkick_s1.avi,serkick,kick_service
406,stroke_folder_mismatch,VIDEO_RGB/kick_service/p26_serkick_s2.avi,serkick,kick_service
407,stroke_folder_mismatch,VIDEO_RGB/kick_service/p26_serkick_s3.avi,serkick,kick_service
408,stroke_folder_mismatch,VIDEO_RGB/kick_service/p27_serkick_s1.avi,serkick,kick_service
409,stroke_folder_mismatch,VIDEO_RGB/kick_service/p27_serkick_s2.avi,serkick,kick_service
410,stroke_folder_mismatch,VIDEO_RGB/kick_service/p27_serkick_s3.avi,serkick,kick_service
411,stroke_folder_mismatch,VIDEO_RGB/kick_service/p28_serkick_s1.avi,serkick,kick_service
412,stroke_folder_mismatch,VIDEO_RGB/kick_service/p28_serkick_s2.avi,serkick,kick_service
413,stroke_folder_mismatch,VIDEO_RGB/kick_service/p28_serkick_s3.avi,serkick,kick_service
414,stroke_folder_mismatch,VIDEO_RGB/kick_service/p29_serkick_s1.avi,serkick,kick_service
415,stroke_folder_mismatch,VIDEO_RGB/kick_service/p29_serkick_s2.avi,serkick,kick_service
416,stroke_folder_mismatch,VIDEO_RGB/kick_service/p29_serkick_s3.avi,serkick,kick_service
417,stroke_folder_mismatch,VIDEO_RGB/kick_service/p30_serkick_s1.avi,serkick,kick_service
418,stroke_folder_mismatch,VIDEO_RGB/kick_service/p30_serkick_s2.avi,serkick,kick_service
