action_folder,video_name,frame_count,mean_conf,zero_ratio,status
backhand,p41_backhand_s3.avi,60,0.8945616483688354,0.0,ok
backhand,p42_backhand_s1.avi,72,0.9374853372573853,0.0,ok
backhand,p42_backhand_s2.avi,71,0.9365699887275696,0.0,ok
backhand,p42_backhand_s3.avi,87,0.9367817044258118,0.0,ok
backhand,p43_backhand_s1.avi,79,0.9255021214485168,0.0,ok
backhand,p43_backhand_s2.avi,87,0.92916339635849,0.0,ok
backhand,p43_backhand_s3.avi,85,0.9284304976463318,0.0,ok
backhand,p44_backhand_s1.avi,78,0.9259184002876282,0.0,ok
backhand,p44_backhand_s2.avi,87,0.9291552901268005,0.0,ok
backhand,p44_backhand_s3.avi,88,0.9247366189956665,0.0,ok
backhand,p45_backhand_s1.avi,76,0.9377872347831726,0.0,ok
backhand,p45_backhand_s2.avi,55,0.923995316028595,0.0,ok
backhand,p45_backhand_s3.avi,68,0.9329339861869812,0.0,ok
backhand,p46_backhand_s1.avi,69,0.9124032855033875,0.0,ok
backhand,p46_backhand_s2.avi,68,0.9077233076095581,0.0,ok
backhand,p46_backhand_s3.avi,72,0.9011080861091614,0.0,ok
backhand,p47_backhand_s1.avi,78,0.9303328394889832,0.0,ok
backhand,p47_backhand_s2.avi,63,0.8943222761154175,0.0,ok
backhand,p47_backhand_s3.avi,63,0.8943222761154175,0.0,ok
backhand,p48_backhand_s1.avi,65,0.9027076363563538,0.0,ok
backhand,p48_backhand_s2.avi,51,0.9029797315597534,0.0,ok
backhand,p48_backhand_s3.avi,70,0.9116911292076111,0.0,ok
backhand,p49_backhand_s1.avi,82,0.9216062426567078,0.0,ok
backhand,p49_backhand_s2.avi,65,0.9024897813796997,0.0,ok
backhand,p49_backhand_s3.avi,47,0.8904670476913452,0.0,ok
backhand,p4_backhand_s1.avi,95,0.9556889533996582,0.0,ok
backhand,p4_backhand_s2.avi,83,0.9564534425735474,0.0,ok
backhand,p4_backhand_s3.avi,90,0.9572889804840088,0.0,ok
backhand,p50_backhand_s1.avi,82,0.9071382880210876,0.0,ok
backhand,p50_backhand_s2.avi,79,0.8877173066139221,0.0,ok
backhand,p50_backhand_s3.avi,83,0.8675105571746826,0.0,ok
backhand,p51_backhand_s1.avi,115,0.8771223425865173,0.0,ok
backhand,p51_backhand_s2.avi,109,0.8751391768455505,0.0,ok
backhand,p51_backhand_s3.avi,115,0.8753530383110046,0.0,ok
backhand,p52_backhand_s1.avi,59,0.9295101165771484,0.0,ok
backhand,p52_backhand_s2.avi,74,0.9311296343803406,0.0,ok
backhand,p52_backhand_s3.avi,76,0.9366300106048584,0.0,ok
backhand,p53_backhand_s1.avi,82,0.9363231062889099,0.0,ok
backhand,p53_backhand_s2.avi,73,0.9308017492294312,0.0,ok
backhand,p53_backhand_s3.avi,67,0.9305835962295532,0.0,ok
backhand,p54_backhand_s1.avi,73,0.9103348851203918,0.0,ok
backhand,p54_backhand_s2.avi,76,0.9057536125183105,0.0,ok
backhand,p54_backhand_s3.avi,85,0.9134084582328796,0.0,ok
backhand,p55_backhand_s1.avi,59,0.9349978566169739,0.0,ok
backhand,p55_backhand_s2.avi,80,0.924879789352417,0.0,ok
backhand,p55_backhand_s3.avi,97,0.9125105738639832,0.0,ok
backhand,p5_backhand_s1.avi,82,0.9439566731452942,0.0,ok
backhand,p5_backhand_s2.avi,86,0.9453087449073792,0.0,ok
backhand,p5_backhand_s3.avi,79,0.9314762949943542,0.0,ok
backhand,p6_backhand_s1.avi,102,0.9363197088241577,0.0,ok
backhand,p6_backhand_s2.avi,112,0.9191860556602478,0.0,ok
backhand,p6_backhand_s3.avi,73,0.9286009669303894,0.0,ok
backhand,p7_backhand_s1.avi,77,0.9403334259986877,0.0,ok
backhand,p7_backhand_s2.avi,64,0.9300670623779297,0.0,ok
backhand,p7_backhand_s3.avi,82,0.9234158396720886,0.0,ok
backhand,p8_backhand_s1.avi,98,0.9216450452804565,0.0,ok
backhand,p8_backhand_s2.avi,74,0.9330706596374512,0.0,ok
backhand,p8_backhand_s3.avi,59,0.9233213663101196,0.0,ok
backhand,p9_backhand_s1.avi,96,0.9014081954956055,0.0,ok
backhand,p9_backhand_s2.avi,87,0.9289444088935852,0.0,ok
backhand,p9_backhand_s3.avi,90,0.9240778684616089,0.0,ok
forehand_flat,p10_foreflat_s1.avi,89,0.9461725354194641,0.0,ok
forehand_flat,p10_foreflat_s2.avi,88,0.957409679889679,0.0,ok
forehand_flat,p10_foreflat_s3.avi,95,0.9530643820762634,0.0,ok
forehand_flat,p11_foreflat_s1.avi,99,0.9342473149299622,0.0,ok
forehand_flat,p11_foreflat_s2.avi,92,0.951910674571991,0.0,ok
forehand_flat,p11_foreflat_s3.avi,90,0.9395862221717834,0.0,ok
forehand_flat,p12_foreflat_s1.avi,77,0.945513904094696,0.0,ok
forehand_flat,p12_foreflat_s2.avi,76,0.9423085451126099,0.0,ok
forehand_flat,p12_foreflat_s3.avi,75,0.9504308104515076,0.0,ok
forehand_flat,p13_foreflat_s1.avi,78,0.9294232130050659,0.0,ok
forehand_flat,p13_foreflat_s2.avi,109,0.9275279641151428,0.0,ok
forehand_flat,p13_foreflat_s3.avi,109,0.9275279641151428,0.0,ok
forehand_flat,p14_foreflat_s1.avi,80,0.9120556712150574,0.0,ok
forehand_flat,p14_foreflat_s2.avi,77,0.9302061796188354,0.0,ok
forehand_flat,p14_foreflat_s3.avi,92,0.9352994561195374,0.0,ok
forehand_flat,p15_foreflat_s1.avi,72,0.9356828927993774,0.0,ok
forehand_flat,p15_foreflat_s2.avi,78,0.9444957375526428,0.0,ok
forehand_flat,p15_foreflat_s3.avi,75,0.9419044852256775,0.0,ok
forehand_flat,p16_foreflat_s1.avi,122,0.8961202502250671,0.0,ok
forehand_flat,p16_foreflat_s2.avi,112,0.9098452925682068,0.0,ok
forehand_flat,p16_foreflat_s3.avi,123,0.9036109447479248,0.0,ok
forehand_flat,p17_foreflat_s1.avi,78,0.9442179203033447,0.0,ok
forehand_flat,p17_foreflat_s2.avi,89,0.9393185377120972,0.0,ok
forehand_flat,p17_foreflat_s3.avi,87,0.9425492286682129,0.0,ok
forehand_flat,p18_foreflat_s1.avi,87,0.918682336807251,0.0,ok
forehand_flat,p18_foreflat_s2.avi,84,0.9172918200492859,0.0,ok
forehand_flat,p18_foreflat_s3.avi,80,0.906257152557373,0.0,ok
forehand_flat,p19_foreflat_s1.avi,81,0.9423006176948547,0.0,ok
forehand_flat,p19_foreflat_s2.avi,78,0.9415575861930847,0.0,ok
forehand_flat,p19_foreflat_s3.avi,94,0.941198468208313,0.0,ok
forehand_flat,p1_foreflat_s1.avi,82,0.9313886165618896,0.0,ok
forehand_flat,p1_foreflat_s2.avi,83,0.923666775226593,0.0,ok
forehand_flat,p1_foreflat_s3.avi,91,0.9384815096855164,0.0,ok
forehand_flat,p20_foreflat_s1.avi,102,0.9406461119651794,0.0,ok
forehand_flat,p20_foreflat_s2.avi,92,0.9360815286636353,0.0,ok
forehand_flat,p20_foreflat_s3.avi,94,0.9393747448921204,0.0,ok
forehand_flat,p21_foreflat_s1.avi,76,0.934402585029602,0.0,ok
forehand_flat,p21_foreflat_s2.avi,68,0.9343016743659973,0.0,ok
forehand_flat,p21_foreflat_s3.avi,83,0.93342524766922,0.0,ok
forehand_flat,p22_foreflat_s1.avi,77,0.8968665599822998,0.0,ok
forehand_flat,p22_foreflat_s2.avi,78,0.9066424369812012,0.0,ok
forehand_flat,p22_foreflat_s3.avi,84,0.8980157375335693,0.0,ok
forehand_flat,p23_foreflat_s1.avi,75,0.9303791522979736,0.0,ok
forehand_flat,p23_foreflat_s2.avi,76,0.9266344904899597,0.0,ok
forehand_flat,p23_foreflat_s3.avi,73,0.9152829051017761,0.0,ok
forehand_flat,p24_foreflat_s1.avi,108,0.8777057528495789,0.0,ok
forehand_flat,p24_foreflat_s2.avi,128,0.9098230004310608,0.0,ok
forehand_flat,p24_foreflat_s3.avi,114,0.8791441321372986,0.0,ok
forehand_flat,p25_foreflat_s1.avi,75,0.9460283517837524,0.0,ok
forehand_flat,p25_foreflat_s2.avi,67,0.9346166253089905,0.0,ok
forehand_flat,p25_foreflat_s3.avi,67,0.9191494584083557,0.0,ok
forehand_flat,p26_foreflat_s1.avi,79,0.9377375841140747,0.0,ok
forehand_flat,p26_foreflat_s2.avi,77,0.9406712055206299,0.0,ok
forehand_flat,p26_foreflat_s3.avi,82,0.9417995810508728,0.0,ok
forehand_flat,p27_foreflat_s1.avi,82,0.9378949403762817,0.0,ok
forehand_flat,p27_foreflat_s2.avi,72,0.938188910484314,0.0,ok
forehand_flat,p27_foreflat_s3.avi,74,0.9429528713226318,0.0,ok
forehand_flat,p28_foreflat_s1.avi,80,0.9482707381248474,0.0,ok
forehand_flat,p28_foreflat_s2.avi,78,0.9499415755271912,0.0,ok
forehand_flat,p28_foreflat_s3.avi,71,0.9399150013923645,0.0,ok
forehand_flat,p29_foreflat_s1.avi,90,0.9197111129760742,0.0,ok
forehand_flat,p29_foreflat_s2.avi,75,0.9168531894683838,0.0,ok
forehand_flat,p29_foreflat_s3.avi,86,0.9316290020942688,0.0,ok
forehand_flat,p2_foreflat_s1.avi,84,0.9229057431221008,0.0,ok
forehand_flat,p2_foreflat_s2.avi,84,0.9243680238723755,0.0,ok
forehand_flat,p2_foreflat_s3.avi,75,0.9243631362915039,0.0,ok
forehand_flat,p30_foreflat_s1.avi,108,0.9234753251075745,0.0,ok
forehand_flat,p30_foreflat_s2.avi,95,0.9248842000961304,0.0,ok
forehand_flat,p30_foreflat_s3.avi,109,0.9274734854698181,0.0,ok
forehand_flat,p31_foreflat_s1.avi,83,0.8922713398933411,0.0,ok
forehand_flat,p31_foreflat_s2.avi,99,0.9391903281211853,0.0,ok
forehand_flat,p31_foreflat_s3.avi,77,0.876046895980835,0.0,ok
forehand_flat,p32_foreflat_s1.avi,80,0.9395222663879395,0.0,ok
forehand_flat,p32_foreflat_s2.avi,71,0.9429574608802795,0.0,ok
forehand_flat,p32_foreflat_s3.avi,70,0.9419444799423218,0.0,ok
forehand_flat,p33_foreflat_s1.avi,47,0.9083701372146606,0.0,ok
forehand_flat,p33_foreflat_s2.avi,41,0.9132190346717834,0.0,ok
forehand_flat,p33_foreflat_s3.avi,56,0.9172337651252747,0.0,ok
forehand_flat,p34_foreflat_s1.avi,69,0.9405108690261841,0.0,ok
forehand_flat,p34_foreflat_s2.avi,55,0.9421407580375671,0.0,ok
forehand_flat,p34_foreflat_s3.avi,59,0.9465275406837463,0.0,ok
forehand_flat,p35_foreflat_s1.avi,43,0.9126532673835754,0.0,ok
forehand_flat,p35_foreflat_s2.avi,57,0.9330756068229675,0.0,ok
forehand_flat,p35_foreflat_s3.avi,57,0.9091149568557739,0.0,ok
forehand_flat,p36_foreflat_s1.avi,48,0.9014545679092407,0.0,ok
forehand_flat,p36_foreflat_s2.avi,45,0.8992648124694824,0.0,ok
forehand_flat,p36_foreflat_s3.avi,59,0.9033058285713196,0.0,ok
forehand_flat,p37_foreflat_s1.avi,84,0.9397075176239014,0.0,ok
forehand_flat,p37_foreflat_s2.avi,74,0.9387401938438416,0.0,ok
forehand_flat,p37_foreflat_s3.avi,76,0.9134137630462646,0.0,ok
forehand_flat,p38_foreflat_s1.avi,70,0.9264601469039917,0.0,ok
forehand_flat,p38_foreflat_s2.avi,51,0.941238284111023,0.0,ok
forehand_flat,p38_foreflat_s3.avi,62,0.9427067041397095,0.0,ok
forehand_flat,p39_foreflat_s1.avi,67,0.9328452348709106,0.0,ok
forehand_flat,p39_foreflat_s2.avi,74,0.945432722568512,0.0,ok
forehand_flat,p39_foreflat_s3.avi,62,0.9414687752723694,0.0,ok
forehand_flat,p3_foreflat_s1.avi,85,0.9324064254760742,0.0,ok
forehand_flat,p3_foreflat_s2.avi,91,0.9374397397041321,0.0,ok
forehand_flat,p3_foreflat_s3.avi,85,0.9344152212142944,0.0,ok
forehand_flat,p40_foreflat_s1.avi,55,0.9111878275871277,0.0,ok
forehand_flat,p40_foreflat_s2.avi,53,0.8917907476425171,0.0,ok
forehand_flat,p40_foreflat_s3.avi,67,0.8871402144432068,0.0,ok
forehand_flat,p41_foreflat_s1.avi,64,0.9454081058502197,0.0,ok
forehand_flat,p41_foreflat_s2.avi,60,0.9451615810394287,0.0,ok
forehand_flat,p41_foreflat_s3.avi,61,0.9399575591087341,0.0,ok
forehand_flat,p42_foreflat_s1.avi,65,0.912194013595581,0.0,ok
forehand_flat,p42_foreflat_s2.avi,70,0.911418080329895,0.0,ok
forehand_flat,p42_foreflat_s3.avi,68,0.8997204899787903,0.0,ok
forehand_flat,p43_foreflat_s1.avi,63,0.929415762424469,0.0,ok
forehand_flat,p43_foreflat_s2.avi,69,0.9345293045043945,0.0,ok
forehand_flat,p43_foreflat_s3.avi,62,0.9260926842689514,0.0,ok
forehand_flat,p44_foreflat_s1.avi,61,0.9126342535018921,0.0,ok
forehand_flat,p44_foreflat_s2.avi,61,0.9128922820091248,0.0,ok
forehand_flat,p44_foreflat_s3.avi,74,0.9206888675689697,0.0,ok
forehand_flat,p45_foreflat_s1.avi,64,0.9398884773254395,0.0,ok
forehand_flat,p45_foreflat_s2.avi,56,0.9264599680900574,0.0,ok
forehand_flat,p45_foreflat_s3.avi,64,0.9357469081878662,0.0,ok
forehand_flat,p46_foreflat_s1.avi,64,0.9201198220252991,0.0,ok
forehand_flat,p46_foreflat_s2.avi,60,0.9101639986038208,0.0,ok
forehand_flat,p46_foreflat_s3.avi,60,0.9115257263183594,0.0,ok
forehand_flat,p47_foreflat_s1.avi,61,0.9444425106048584,0.0,ok
forehand_flat,p47_foreflat_s2.avi,49,0.9302751421928406,0.0,ok
forehand_flat,p47_foreflat_s3.avi,59,0.9347180724143982,0.0,ok
forehand_flat,p48_foreflat_s1.avi,66,0.9378050565719604,0.0,ok
forehand_flat,p48_foreflat_s2.avi,57,0.9407938122749329,0.0,ok
forehand_flat,p48_foreflat_s3.avi,58,0.9393707513809204,0.0,ok
forehand_flat,p49_foreflat_s1.avi,54,0.8915461301803589,0.0,ok
forehand_flat,p49_foreflat_s2.avi,73,0.8998146057128906,0.0,ok
forehand_flat,p49_foreflat_s3.avi,77,0.8986676335334778,0.0,ok
forehand_flat,p4_foreflat_s1.avi,93,0.9533696174621582,0.0,ok
forehand_flat,p4_foreflat_s2.avi,88,0.9463505148887634,0.0,ok
forehand_flat,p4_foreflat_s3.avi,92,0.9517502784729004,0.0,ok
forehand_flat,p50_foreflat_s1.avi,83,0.9317291975021362,0.0,ok
forehand_flat,p50_foreflat_s2.avi,95,0.9430670142173767,0.0,ok
forehand_flat,p50_foreflat_s3.avi,97,0.9454429149627686,0.0,ok
forehand_flat,p51_foreflat_s1.avi,104,0.9073482751846313,0.0,ok
forehand_flat,p51_foreflat_s2.avi,99,0.912308394908905,0.0,ok
forehand_flat,p51_foreflat_s3.avi,104,0.9174144864082336,0.0,ok
forehand_flat,p52_foreflat_s1.avi,71,0.9380468130111694,0.0,ok
forehand_flat,p52_foreflat_s2.avi,61,0.8688268661499023,0.0,ok
forehand_flat,p52_foreflat_s3.avi,57,0.9094216823577881,0.0,ok
forehand_flat,p53_foreflat_s1.avi,76,0.9412860870361328,0.0,ok
forehand_flat,p53_foreflat_s2.avi,62,0.928774893283844,0.0,ok
forehand_flat,p53_foreflat_s3.avi,82,0.9362311959266663,0.0,ok
forehand_flat,p54_foreflat_s1.avi,70,0.9245054721832275,0.0,ok
forehand_flat,p54_foreflat_s2.avi,60,0.9142481684684753,0.0,ok
forehand_flat,p54_foreflat_s3.avi,63,0.9262506365776062,0.0,ok
forehand_flat,p55_foreflat_s1.avi,64,0.9290263056755066,0.0,ok
forehand_flat,p55_foreflat_s2.avi,70,0.9342488050460815,0.0,ok
forehand_flat,p55_foreflat_s3.avi,70,0.9342488050460815,0.0,ok
forehand_flat,p5_foreflat_s1.avi,83,0.9015800356864929,0.0,ok
forehand_flat,p5_foreflat_s2.avi,103,0.9062063097953796,0.0,ok
forehand_flat,p5_foreflat_s3.avi,110,0.9077034592628479,0.0,ok
forehand_flat,p6_foreflat_s1.avi,88,0.92388916015625,0.0,ok
forehand_flat,p6_foreflat_s2.avi,87,0.9208028316497803,0.0,ok
forehand_flat,p6_foreflat_s3.avi,87,0.9308887124061584,0.0,ok
forehand_flat,p7_foreflat_s1.avi,82,0.9416382908821106,0.0,ok
forehand_flat,p7_foreflat_s2.avi,74,0.9496752023696899,0.0,ok
forehand_flat,p7_foreflat_s3.avi,73,0.946895182132721,0.0,ok
forehand_flat,p8_foreflat_s1.avi,82,0.9313899874687195,0.0,ok
forehand_flat,p8_foreflat_s2.avi,71,0.9316493272781372,0.0,ok
forehand_flat,p8_foreflat_s3.avi,66,0.9211186170578003,0.0,ok
forehand_flat,p9_foreflat_s1.avi,97,0.9323963522911072,0.0,ok
forehand_flat,p9_foreflat_s2.avi,83,0.925387442111969,0.0,ok
forehand_flat,p9_foreflat_s3.avi,112,0.9281718730926514,0.0,ok
kick_service,p10_serkick_s1.avi,88,0.9443894624710083,0.0,ok
kick_service,p10_serkick_s2.avi,94,0.9439165592193604,0.0,ok
kick_service,p10_serkick_s3.avi,92,0.9432985186576843,0.0,ok
kick_service,p11_serkick_s1.avi,65,0.9565452933311462,0.0,ok
kick_service,p11_serkick_s2.avi,72,0.9453242421150208,0.0,ok
kick_service,p11_serkick_s3.avi,70,0.9341084957122803,0.0,ok
kick_service,p12_serkick_s1.avi,82,0.9167690873146057,0.0,ok
kick_service,p12_serkick_s2.avi,75,0.9183324575424194,0.0,ok
kick_service,p12_serkick_s3.avi,81,0.9125785231590271,0.0,ok
kick_service,p13_serkick_s1.avi,81,0.9240522980690002,0.0,ok
kick_service,p13_serkick_s2.avi,83,0.918217122554779,0.0,ok
kick_service,p13_serkick_s3.avi,81,0.9272435307502747,0.0,ok
kick_service,p14_serkick_s1.avi,87,0.9444994330406189,0.0,ok
kick_service,p14_serkick_s2.avi,85,0.9284589290618896,0.0,ok
kick_service,p14_serkick_s3.avi,76,0.9349360466003418,0.0,ok
kick_service,p15_serkick_s1.avi,85,0.9315279126167297,0.0,ok
kick_service,p15_serkick_s2.avi,77,0.9247028827667236,0.0,ok
kick_service,p15_serkick_s3.avi,87,0.9246612191200256,0.0,ok
kick_service,p16_serkick_s1.avi,102,0.9046010375022888,0.0,ok
kick_service,p16_serkick_s2.avi,95,0.888984203338623,0.0,ok
kick_service,p16_serkick_s3.avi,85,0.9007236957550049,0.0,ok
kick_service,p17_serkick_s1.avi,66,0.9484976530075073,0.0,ok
kick_service,p17_serkick_s2.avi,55,0.9453966617584229,0.0,ok
kick_service,p17_serkick_s3.avi,63,0.9432457685470581,0.0,ok
kick_service,p18_serkick_s1.avi,75,0.9308098554611206,0.0,ok
kick_service,p18_serkick_s2.avi,96,0.919666588306427,0.0,ok
kick_service,p18_serkick_s3.avi,92,0.9230265617370605,0.0,ok
kick_service,p19_serkick_s1.avi,90,0.9318089485168457,0.0,ok
kick_service,p19_serkick_s2.avi,79,0.9343107342720032,0.0,ok
kick_service,p19_serkick_s3.avi,77,0.9310939908027649,0.0,ok
kick_service,p1_serkick_s1.avi,82,0.9404362440109253,0.0,ok
kick_service,p1_serkick_s2.avi,84,0.9434540271759033,0.0,ok
kick_service,p1_serkick_s3.avi,71,0.9400791525840759,0.0,ok
kick_service,p20_serkick_s1.avi,80,0.9441450238227844,0.0,ok
kick_service,p20_serkick_s2.avi,98,0.9538779258728027,0.0,ok
kick_service,p20_serkick_s3.avi,84,0.9550964832305908,0.0,ok
kick_service,p21_serkick_s1.avi,71,0.9190656542778015,0.0,ok
kick_service,p21_serkick_s2.avi,77,0.9223639369010925,0.0,ok
kick_service,p21_serkick_s3.avi,68,0.9219897985458374,0.0,ok
kick_service,p22_serkick_s1.avi,86,0.9002746343612671,0.0,ok
kick_service,p22_serkick_s2.avi,85,0.9044629335403442,0.0,ok
kick_service,p22_serkick_s3.avi,82,0.901177167892456,0.0,ok
kick_service,p23_serkick_s1.avi,81,0.9181961417198181,0.0,ok
kick_service,p23_serkick_s2.avi,86,0.9269480109214783,0.0,ok
kick_service,p23_serkick_s3.avi,82,0.9414598345756531,0.0,ok
kick_service,p24_serkick_s1.avi,96,0.9188711047172546,0.0,ok
kick_service,p24_serkick_s2.avi,103,0.917060911655426,0.0,ok
kick_service,p24_serkick_s3.avi,92,0.8924288749694824,0.0,ok
kick_service,p25_serkick_s1.avi,82,0.9276933670043945,0.0,ok
